"","text","emotion","polarity"
"360","playmobil please make disability toys and help generations of kids grow up with a positive attitu","joy","positive"
"361","awesome theater debut i did in this wonderful play great artcle read by my acting mentor jeffery haas","joy","positive"
"362","or ever received social security disability neither supplemental security any ssi","unknown","positive"
"363","small business owners dont forget about disability insurance","unknown","negative"
"364","italian restaurants wwii disability forml rare coins gone restoration business detailing too many hot cars","unknown","positive"
"365","congratulations to all the awesome winners of theawards find out who won at","unknown","positive"
"366","disability confident will be trivially easy for employers to abuse research suggests","unknown","neutral"
"367","this you idioti think maybe you should stop listening to msm dope","unknown","neutral"
"368","sigma tau gamma chapters is in cahoots with national council on disability","unknown","negative"
"369","i know i havent forgotten because i am one of those people he mocked disability ableism peoplewithdisabilities","unknown","positive"
"370","uk austerity policies amount to violations of disabled peoples rightsdisability","unknown","negative"
"371","invest in children with disability uganda","unknown","positive"
"372","lets hope soableg disability","unknown","positive"
"373","i just published religion and disability","unknown","positive"
"374","he didnt mock a disabiled reporter do ur darn research that reporter cant flail his arms","unknown","negative"
"375","cornwall mp sheryll murray blasted for forcing disability bill to be binned in commons debate","unknown","negative"
"376","how one familys dream of a service dog came truedisability","unknown","positive"
"377","best practices for contextual campaigns","unknown","positive"
"378","there is a small percentage of uk comedians who are funny the rest think they are funny take the piss out of disability and are homophobic","anger","positive"
"379","in cambridgeshire amp victim of hatecrime because of your learning disability contactto report it","unknown","negative"
"380","he made fun of what the reporter said which is fairnot the disability what dont you get","sadness","negative"
"381","ways fitness saved my life as a person with a disability and diabetes by chris ruden for the mighty","unknown","positive"
"382","to every man who isnt masculine or super fit or has mental disabilities or cries or has an eating disorder or has","anger","positive"
"383","advocaterightspaindisabilitytemplate w links","unknown","positive"
"384","android kids learn shapes hdusaaustralianstory asd disability adhd au","unknown","positive"
